Cle,Zone,region_fr,province_fr,cercle_fr,commune_fr,nom_fr,nom_ar,type_localite,caractere_zone,milieu,population,menage,total_menages_sd,Longitude,Latitude
Tisfane - Tatelt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Tatelt,تاتلت,douar,,rural,80,14,,-8.552581,30.154071
Toufelaazt - Aguerd Imlil,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Aguerd Imlil,أكرض إمليل,douar,,rural,35,11,,-8.776485,30.043292
Toufelaazt - Ait Ouazal,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Ait Ouazal,أيت وازال,douar,,rural,35,18,,-8.799478,30.075681
Toufelaazt - Amdous,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Amdous,أمضوس,douar,,rural,37,14,,-8.805248,30.09349
Toufelaazt - Anamer,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Anamer,أنامر,douar,,rural,41,12,,-8.854766,30.077964
Toufelaazt - Imighzer,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Imighzer,إميغزر,douar,,rural,73,18,,-8.851931,30.075165
Toufelaazt - Inif,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Inif,إنيف,douar,,rural,42,16,,-8.792313,30.088389
Toufelaazt - Izouiri,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Izouiri,إزويري,douar,,rural,27,12,,-8.811877,30.048427
Toufelaazt - Sinte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Sinte,سينت,douar,,rural,85,20,,-8.832994,30.062982
Toufelaazt - Sri,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Sri,سري,douar,,rural,44,15,,-8.795072,30.038185
Toufelaazt - Taguendout,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Taguendout,تكنضوط,douar,,rural,22,5,,-8.2787384,30.7319379
Toufelaazt - Tagnit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Tagnit,تكنيت,douar,,rural,45,20,,-8.2575349,29.9784523
Toufelaazt - Tagragra,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Tagragra,تكراكرا,douar,,rural,120,43,,-8.81816,30.054958
Toufelaazt - Tibrouit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Tibrouit,تيبرويت,douar,,rural,91,20,,,
Toufelaazt - Tindernte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Tindernte,تيندرنت,douar,,rural,104,38,,,
Toufelaazt - Tanamert,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Tanamert,تنامرت,douar,,rural,54,14,,-9.584735199999999,29.4091139
Toufelaazt - Tioualyoune,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Toufelaazt,Tioualyoune,تيواليون,douar,,rural,181,55,,,
Arazane - Agni Nouamane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Agni Nouamane,أكني نوامان,douar,,rural,125,25,0,-8.615482,30.507299
Arazane - Ait Brahim,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Brahim,أيت براهيم,sous-douar,,rural,0,0,0,-8.502407,30.464476
Arazane - Ait Hachem,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Hachem,أيت حاشم,sous-douar,,rural,0,0,0,-8.503648,30.462689
Arazane - Ait Aajal,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Aajal,أيت عجال,douar,,rural,80,16,14,-8.472335,30.449418
Arazane - Takouchte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Takouchte,تكوشت,sous-douar,,rural,20,14,0,-8.449716,30.44652
Arazane - Ait Ben Ahmed,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Ben Ahmed,أيت بن أحمد,douar,,rural,70,14,,-8.57713,30.459048
Arazane - Ait Bourzeg,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Bourzeg,أيت بورزك,douar,,rural,175,35,,-8.495608,30.445475
Arazane - Ait Oumouch,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Oumouch,أيت أوموش,douar,,rural,210,42,24,,
Arazane - Iouazaan,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Iouazaan,إوازعن,sous-douar,,rural,50,10,0,-8.561546,30.416485
Arazane - Tadaft,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Tadaft,تضافت,sous-douar,,rural,70,14,0,-8.556859,30.408527
Arazane - Ait Slimane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Slimane,أيت سليمان,douar,,rural,70,14,,-8.587401,30.471292
Arazane - Ait Inzi,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Inzi,أيت إنزي,sous-douar,,rural,95,19,0,-8.544311,30.46363
Arazane - Ilgmaden,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ilgmaden,إلكماضن,douar,,rural,120,24,,-8.479622,30.422107
Arazane - Migrizen,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Migrizen,ميكريزن,douar,,rural,110,22,,-8.598387,30.462638
Arazane - Tagant Issafouren,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Tagant Issafouren,تكانت إصافورن,douar,,rural,150,30,2,,
Arazane - Ait Zdine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Zdine,أيت زضين,sous-douar,,rural,10,2,0,-8.549878,30.436859
Arazane - Tassila,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Tassila,تسيلا,douar,,rural,160,32,14,-8.533824,30.409745
Arazane - Ouahliba,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ouahliba,وحليبة,sous-douar,,rural,70,14,0,-8.615482,30.507299
Arazane - Ben Ali,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ben Ali,بن علي,douar,,rural,130,26,,-8.499483,30.418076
Arazane - Ait Daoud,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Daoud,أيت داود,douar,,rural,150,30,,-8.615482,30.507299
Arazane - Ait Ibourk,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Ibourk,أيت إبورك,douar,,rural,100,20,,-8.452662,30.439065
Arazane - Ait Ighir,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Ighir,أيت إغير,douar,,rural,70,14,5,-8.511569,30.461827
Arazane - Ait Gouhmane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Arazane,Ait Gouhmane,أيت كوحمان,sous-douar,,rural,25,5,0,-8.515856,30.457563
El Faid - Asrkes,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Asrkes,أسركس,douar,,rural,150,25,,-8.2117288,30.6148606
El Faid - Igounjaben,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Igounjaben,إكنجابن,douar,,rural,200,60,,-8.260219,30.456511
El Faid - Tadenst,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Tadenst,تادنست,douar,,rural,78,15,,-8.2117288,30.6148606
El Faid - Tamaloukt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Tamaloukt,تمالوكت,douar,,rural,80,20,,-8.844545499999999,30.603253
El Faid - Tanamrout,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Tanamrout,تانمروت,douar,,rural,320,80,,-8.2117288,30.6148606
El Faid - Timqit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Timqit,تيمقيت,douar,,rural,70,37,,-8.2117288,30.6148606
El Faid - Touzzimte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Touzzimte,توزيمت,douar,,rural,99,20,,,
El Faid - Zaouiat Irs,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Zaouiat Irs,زاوية إرس,douar,,rural,118,24,,-8.182906599999999,30.4628506
El Faid - Igourdan,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Igourdan,إكوردان,douar,,rural,21,5,,-8.366626,30.452632
El Faid - Aguerd Noughray,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Aguerd Noughray,أكرض نوغراي,douar,,rural,640,80,,,
El Faid - Aguelz,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,El Faid,Aguelz,أكلز,douar,,rural,200,33,,,
Toughmart - Aguelz,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Aguelz,أكلز,douar,,rural,350,70,,-8.495756,30.382327
Toughmart - Ait Abbas Noudrar,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Abbas Noudrar,أيت عباس نودرار,douar,,rural,100,20,,-8.3547104,30.3935051
Toughmart - Ait Lghazi,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Lghazi,أيت الغازي,douar,,rural,150,30,,-8.3547104,30.3935051
Toughmart - Ait Hsaine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Hsaine,أيت حساين,douar,,rural,55,11,,-8.3547104,30.3935051
Toughmart - Igdad,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Igdad,إكضاض,douar,,rural,450,90,45,-8.39919,30.401585
Toughmart - Doutekhsine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Doutekhsine,دوتخسين,sous-douar,,rural,10,2,0,-8.3547104,30.3935051
Toughmart - Idaoubidne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Idaoubidne,إداوبيدن,sous-douar,,rural,215,43,0,-8.3547104,30.3935051
Toughmart - Imerghad,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Imerghad,إمرغاض,douar,,rural,120,24,,-8.3547104,30.3935051
Toughmart - Imi Noumghaz,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Imi Noumghaz,إمي نومغاز,douar,,rural,400,80,,-8.302994,30.371949
Toughmart - Imi Ntizgui,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Imi Ntizgui,إمي نتيزكي,douar,,rural,400,80,,-8.3547104,30.3935051
Toughmart - Imesker,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Imesker,إمسكر,douar,,rural,320,64,,-8.452164,30.415493
Toughmart - Talat Nsouss,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Talat Nsouss,تلات نسوس,douar,,rural,90,18,,-8.3547104,30.3935051
Toughmart - Tamgounsa,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tamgounsa,تامكونسا,douar,,rural,600,120,10,-8.418162,30.410303
Toughmart - Tassegdelt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tassegdelt,تسكدلت,sous-douar,,rural,50,10,0,-8.412447,30.429567
Toughmart - Tamoust,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tamoust,طموست,douar,,rural,350,70,,-8.338607,30.369352
Toughmart - Tidrouine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tidrouine,تيدروين,douar,,rural,725,145,6,-8.3547104,30.3935051
Toughmart - Imedras,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Imedras,إمدراس,sous-douar,,rural,20,4,0,-8.395639,30.420855
Toughmart - Tidrouine Ousltine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tidrouine Ousltine,تيدروين أوسلتين,sous-douar,,rural,10,2,0,-8.3547104,30.3935051
Toughmart - Tiferki,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tiferki,تيفركي,douar,,rural,650,130,,-8.336372,30.391648
Toughmart - Tifiguit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tifiguit,تيفكيت,douar,,rural,120,24,,-8.364278,30.404474
Toughmart - Tigherghert,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tigherghert,تيغرغرت,douar,,rural,190,38,,-8.3547104,30.3935051
Toughmart - Tilmezdigh,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tilmezdigh,تيلمزديغ,douar,,rural,410,82,,-8.3547104,30.3935051
Toughmart - Tiouririne Nait Bouadounit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tiouririne Nait Bouadounit,تيوريرين نايت بوادونيت,douar,,rural,135,27,6,-8.415971,30.455368
Toughmart - Ait Ali Oumhand,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Ali Oumhand,أيت علي أومحند,sous-douar,,rural,30,6,0,-8.410382,30.454134
Toughmart - Tasgount,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tasgount,تسكونت,sous-douar,,rural,0,0,0,-8.406794,30.462738
Toughmart - Tighmert,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tighmert,تيغمرت,douar,,rural,200,40,,-9.938125699999999,28.94219649999999
Toughmart - Ouawselgout,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ouawselgout,واوسلكوت,douar,,rural,60,12,,-8.3547104,30.3935051
Toughmart - Tizgui,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tizgui,تيزكي,douar,,rural,270,54,4,-8.392489,30.379264
Toughmart - Ihssane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ihssane,إحسان,sous-douar,,rural,20,4,0,-8.3547104,30.3935051
Toughmart - Ait Daoud,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Daoud,أيت داود,douar,,rural,70,14,,-8.393403,30.394674
Toughmart - Ait Mimoune,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Mimoune,أيت ميمون,douar,,rural,10,2,,-8.3547104,30.3935051
Toughmart - Ait Amer,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Amer,أيت عمر,douar,,rural,400,80,,-8.260635,30.40498
Toughmart - Ait Gouahmane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Gouahmane,أيت كواحمان,douar,,rural,255,51,35,-8.3547104,30.3935051
Toughmart - Ait Belkacem,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Belkacem,أيت بلقاسم,sous-douar,,rural,105,21,0,-8.459197,30.387927
Toughmart - Ait Ouslimane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Ouslimane,أيت أوسليمان,sous-douar,,rural,70,14,0,-8.3547104,30.3935051
Toughmart - Ait Rchid,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Rchid,أيت رشيد,douar,,rural,40,8,1,-8.373495,30.447907
Toughmart - Ait Idir,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Idir,أيت إدير,douar,,rural,200,40,,-8.360377,30.426418
Toughmart - Ait Ouahmane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Ouahmane,أيت واحمان,douar,,rural,150,30,,-8.3547104,30.3935051
Toughmart - Amezlou Taourirt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Amezlou Taourirt,أمزلو تاوريرت,douar,,rural,465,93,53,-2.8935028,34.3983716
Toughmart - Ait Ouasfrar,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Ouasfrar,أيت واسفرار,sous-douar,,rural,80,16,0,-8.3547104,30.3935051
Toughmart - Iguensane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Iguensane,أكنسان,sous-douar,,rural,185,37,0,-8.3547104,30.3935051
Toughmart - Azerbalou,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Azerbalou,أزربالو,douar,,rural,120,24,,-8.286794,30.471646
Toughmart - Dougadir,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Dougadir,دوكادير,douar,,rural,650,130,,-8.273071,30.398968
Toughmart - Ighzer,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ighzer,إغزر,douar,,rural,255,51,,-8.270564,30.397948
Toughmart - Igdad Noudrar,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Igdad Noudrar,إكضاض نودرار,douar,,rural,50,10,,-8.389404,30.425792
Toughmart - Tachtoulte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tachtoulte,تشتولت,douar,,rural,750,150,60,-8.391075,30.398155
Toughmart - Tagragra Noudikelt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tagragra Noudikelt,تكراكرا نوديكلت,sous-douar,,rural,300,60,0,-8.312312,30.468829
Toughmart - Tagragra,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tagragra,تكراكرا,douar,,rural,160,32,,-8.450138,30.365215
Toughmart - Tagadirt Nighalne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tagadirt Nighalne,تكاديرت نيغالن,douar,,rural,60,12,,-8.3547104,30.3935051
Toughmart - Toumliline,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Toumliline,تومليلن,douar,,rural,75,15,,-8.504714,30.381914
Toughmart - Taourirt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Taourirt,تاوريرت,douar,,rural,350,70,,-2.8935028,34.3983716
Toughmart - Ait Tajer,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Tajer,أيت التاجر,douar,,rural,210,42,0,-8.390804,30.461751
Toughmart - Boutmart,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Boutmart,بوتمارت,sous-douar,,rural,0,0,0,-8.3547104,30.3935051
Toughmart - Mids,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Mids,ميدس,douar,,rural,40,8,,-8.3547104,30.3935051
Toughmart - Ait Abbes Nouassif,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Ait Abbes Nouassif,أيت عباس نواسيف,douar,,rural,300,60,4,-8.39279,30.38779
Toughmart - Oundid,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Oundid,أونضيض,sous-douar,,rural,20,4,0,-8.39185,30.382781
Toughmart - Magnoune,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Magnoune,مكنون,douar,,rural,750,150,,-8.385187,30.39512
Toughmart - Tikida,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Tikida,تيكيضا,douar,,rural,60,12,,-8.436989,30.364285
Toughmart - Imi Ntalat,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Berhil,Toughmart,Imi Ntalat,إمي نتلات,douar,,rural,30,6,,-8.458736,30.417239
Ahl Ramel - Ait Amzal,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Ait Amzal,أيت أمزال,douar,,rural,360,28,,-9.112082,30.282273
Ahl Ramel - Ait Bihi,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Ait Bihi,أيت بيهي,douar,,rural,476,116,,-9.161539,30.304115
Ahl Ramel - Aghchiyine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Aghchiyine,أغشيين,douar,,rural,740,150,,,
Ahl Ramel - Laazib,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Laazib,العزيب,douar,,rural,450,50,,-9.123357,30.260647
Ahl Ramel - Lgdifa,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Lgdifa,الكظيفة,douar,,rural,460,50,,,
Ahl Ramel - Naayma,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Naayma,النعيمة,douar,,rural,500,60,,,
Ahl Ramel - Laasla,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Laasla,العصلة,douar,,rural,900,150,22,-9.1062639,30.3116012
Ahl Ramel - Ait Si Hmida,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Ait Si Hmida,أيت سي حميدة,sous-douar,,rural,120,22,0,-9.08803,30.289616
Ahl Ramel - Aferyat,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Aferyat,أفرياط,douar,,rural,600,62,,-9.1062639,30.3116012
Ahl Ramel - Nbiga,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Nbiga,النبيكة,douar,,rural,454,85,,,
Ahl Ramel - Ait Ali Ben Kacem,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Ait Ali Ben Kacem,أيت علي بن قاسم,douar,,rural,210,28,,-9.10673,30.27805
Ahl Ramel - Douiouir,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Douiouir,الدويوير,douar,,rural,160,18,,-9.156365,30.297459
Ahl Ramel - Zaouia,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Zaouia,الزاوية,douar,,rural,70,10,,-9.088728,30.276111
Ahl Ramel - Ait Bounqra,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Oulad Teima,Ahl Ramel,Ait Bounqra,أيت بونقرة,douar,,rural,70,10,,-9.090045,30.28058
Argana - Abouri,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Sidi Moussa Lhamri,Argana,Abouri,أبوري,douar,,rural,113,21,,-8.985995,30.722478
Argana - Adrar Ntamment,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Sidi Moussa Lhamri,Argana,Adrar Ntamment,أدرار نتامنت,douar,,rural,565,125,6,,
Argana - Tichdrine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Sidi Moussa Lhamri,Argana,Tichdrine,تيشدرين,sous-douar,,rural,15,6,0,-9.074985,30.736026
Argana - Argana,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Sidi Moussa Lhamri,Argana,Argana,أركانة,douar,,rural,285,57,,-9.11867,30.781948
Argana - Arouk,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Sidi Moussa Lhamri,Argana,Arouk,أروك,douar,,rural,235,55,,-9.172422,30.731253
Argana - Ifid,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Sidi Moussa Lhamri,Argana,Ifid,إفيد,douar,,rural,297,62,6,-9.095631,30.7896
Argana - Tamsoult Ihouna,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Sidi Moussa Lhamri,Argana,Tamsoult Ihouna,تمسولت إحونا,sous-douar,,rural,38,6,0,,
